objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
1380,99972553,620,A,#,NA,BOLLING,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50569,110103000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1381,104183122,809,B,#,NA,BOLLING,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50570,110105000,Parking Lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1443,357814222,758,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50573,120006000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1935,1.5,8,4,1,3,0,2464,861,430
1444,357814222,758,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50574,120006000,Single Family,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,412114813,601,B,#,NA,11TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50575,120007000,Single Family-1 Conversion,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1949,1,10,6,0,4,0,2406,2182,1500
1452,64448384,606,3,#,NA,GILLESPIE,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50576,120013000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1934,2,8,5,1,3,0,2724,629,0
1453,64448384,606,2,#,NA,GILLESPIE,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50577,120014000,Single Family-3 Conversion,2 Story,B,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1949,2,16,8,1,6,0,4670,1327,796
1457,512415855,815,A,#,NA,LOCUST,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50580,120019000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1947,1,5,2,1,1,0,1361,NA,NA
1463,97422331,705,3,#,NA,RIDGE,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50582,120029000,Single Family-1 Conversion,2 Story,B++,Stucco,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1928,2,14,5,1,3,0,2794,956,708
1466,97409625,1109,B,#,NA,MYRTLE,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50583,120032000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1932,2,7,3,1,2,0,1464,732,183
1475,103963037,1007,A,#,NA,RAYON,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50586,130006000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1951,2,9,5,1,3,0,3123,1008,819
1483,98892195,221,1,#,NA,CARLTON,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50587,130015000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1949,1.75,8,4,1,2,0,3004,1785,589
1485,332913844,820,C,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50588,130017000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1948,1,6,3,1,1,0,1290,1290,0
1487,8147957,402,B,#,NA,GARRETT,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50590,130019000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1,9,4,0,3,0,2718,2533,729
1491,71408625,908,101,#,E,JEFFERSON,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:02.000Z,50591,130023000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1951,1.66,7,3,0,3,0,2389,1335,647
1492,89801652,104,A,#,NA,WESTERLY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50592,130024000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1951,1,9,4,1,3,0,2192,2192,779
1653,461115315,1407,B,#,NA,VIRGINIA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50619,160085000,Single Family-1 Conversion,2 Story,B,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1930,2,9,4,0,1,0,1374,687,538
1654,408214735,112,A,#,NA,MINOR,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50620,160086000,Single Family,1.5 Story,B,Concrete Block,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1950,1.6,6,4,0,2,0,1224,NA,NA
1667,481415559,1931,B,#,NA,THOMSON,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50621,160099170,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1670,357814222,758,C,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50622,160099200,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1118,0,0
1672,100172647,705,A,#,NA,BOLLING,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50623,160099210,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1673,101302707,1200,F,#,NA,CARLTON,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50624,160099220,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1674,84481325,101,2,#,NA,WASHINGTON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50625,160099230,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1098,0,0
1675,7405459,214,2,#,W,SOUTH,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,50626,160099240,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1118,0,0
1676,116594795,212,A,#,NA,SUNSET,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50627,160099300,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1066,0,0
1747,688419950,1707,6,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50630,160128530,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,777,0,0
1185,52110481,2306,A,APT,NA,ANGUS,RD,NA,22901,R,NA,NA,1185,090039000,Single Family,1.5 Story,C,Brick Veneer,Shingles,None,No Basement,Baseboard,0,1925,1.5,3,1,0,1,0,630,NA,NA
1357,72010710,2311,B,APT,NA,WAYNE,AVE,NA,22901,R,NA,NA,1357,110074000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1458,127355990,1602,B,APT,NA,MONTICELLO,RD,NA,22902,R,NA,NA,1458,120020000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1936,1.5,7,3,0,2,0,1439,0,0
1476,559316365,511,311,UNIT,NA,1ST,ST,N ,22902,R,NA,NA,1476,130007000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1942,2,8,4,0,3,0,2607,1055,0
1663,138211545,1432,NA,NA,NA,RUGBY,RD,NA,22903,R,NA,NA,1663,160099120,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1664,139711579,1360,NA,NA,NA,HILLTOP,RD,NA,22903,R,NA,NA,1664,160099140,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1066,0,0
1665,73810721,1609,NA,NA,NA,CEDAR HILL,RD,NA,22901,R,NA,NA,1665,160099150,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1031,0,0
1666,44910334,1807,NA,NA,NA,CEDAR HILL,RD,NA,22901,R,NA,NA,1666,160099160,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1104,0,0
1681,346314092,206,NA,NA,NA,HILLCREST,RD,NA,22903,R,NA,NA,1681,160099800,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1987,1,5,3,0,2,NA,1081,0,0
1682,92521899,1120,NA,NA,NA,FOREST HILLS,AVE,NA,22903,R,NA,NA,1682,160099900,Condominium,1 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1985,1,5,3,0,2,NA,1081,0,0
1683,92661915,1102,NA,NA,NA,FOREST HILLS,AVE,NA,22903,R,NA,NA,1683,16010,Condo Main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1684,107153392,765,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,1684,160102100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1686,90281686,2324,NA,NA,NA,FONTAINE,AVE,NA,22903,R,NA,NA,1686,160107000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1949,1.5,7,3,0,2,0,1467,912,NA
1687,90291689,2322,NA,NA,NA,FONTAINE,AVE,NA,22903,R,NA,NA,1687,16011,Condo Main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1688,93472001,117,NA,NA,NA,WESTERLY,AVE,NA,22903,R,NA,NA,1688,160112000,Single Family,1.5 Story,B,Concrete Block,Shingles,Hardwood,Partial Basement,Forced Air,1,1946,1.66,6,3,1,1,0,1499,435,0
1689,93491971,2504,NA,NA,NA,PLATEAU,RD,NA,22903,R,NA,NA,1689,160113000,Duplex,1.5 Story,B,Vinyl,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1946,1.5,12,7,0,4,0,2361,777,0
1690,1448017343,920,NA,NA,NA,RAINIER,RD,NA,22903,R,NA,NA,1690,160118000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1947,1.5,7,4,0,2,0,1622,240,NA
1691,121615321,122,NA,NA,NA,PARK,RD,NA,22903,R,NA,NA,1691,16012,Condo Main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1692,121845357,120,NA,NA,NA,PARK,RD,NA,22903,R,NA,NA,1692,160120000,Apartments 1-10 units,2 Story,C,Wood,Shingles,None,Full Basement,Forced Air,1,1945,2,12,8,1,3,0,2780,1509,1508
1693,83949092,408,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1693,160121000,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1946,1,8,6,0,2,0,1025,1025,1025
1694,84209104,404,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1694,160122000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1947,1.75,11,8,0,3,0,2264,1408,846
1695,116054687,973,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,1695,160125000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1947,1.5,6,2,1,1,0,1243,757,0
1696,116074700,978,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,1696,160126000,Single Family,1 Story,B,Concrete Block,Shingles,Hardwood,Partial Basement,Heat Pump,1,1948,1,8,4,0,3,0,1520,600,250
1697,117684878,932,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,1697,160127000,Single Family,1.5 Story,B,Brick Veneer,Copper,Hardwood,No Basement,Heat Pump,1,1950,1.66,7,4,0,2,0,1673,NA,NA
1698,117964949,934,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,1698,160128000,Condo Common Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1699,118194980,947,NA,NA,NA,ROCK CREEK,RD,NA,22903,R,NA,NA,1699,160128100,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1703,105983307,505,NA,NA,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,1703,160128130,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,777,0,0
1704,106503465,111,NA,NA,NA,LANKFORD,AVE,NA,22902,R,NA,NA,1704,160128140,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,816,0,0
1705,109293682,1111,NA,NA,NA,RAYON,ST,NA,22902,R,NA,NA,1705,160128150,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,822,0,0
1706,109353809,501,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1706,160128160,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1707,110733999,511,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1707,160128170,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,777,0,0
1708,110974038,513,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1708,160128180,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1709,112344144,508,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1709,160128190,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1710,112554183,510,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1710,160128200,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,615,0,0
1711,112824214,512,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1711,160128201,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1712,115904719,501,NA,NA,NA,ROCKLAND,AVE,NA,22902,R,NA,NA,1712,160128210,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,777,0,0
1713,116114721,506,NA,NA,NA,STONEHENGE,AVE,NA,22902,R,NA,NA,1713,160128220,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1714,117204854,514,NA,NA,NA,STONEHENGE,AVE,NA,22902,R,NA,NA,1714,160128230,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1715,117334883,511,NA,NA,NA,ROCKLAND,AVE,NA,22902,R,NA,NA,1715,160128240,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1717,102252843,103,NA,NA,NA,LINDEN,ST,NA,22902,R,NA,NA,1717,160128260,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1718,82649051,422,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1718,160128270,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,615,0,0
1719,33187560,1039,NA,NA,NA,MARTIN,ST,NA,22901,R,NA,NA,1719,160128280,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1720,107723475,1001,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,1720,160128290,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1721,523515958,1115,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1721,160128300,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1722,117004877,1307,NA,NA,NA,EARLY,ST,NA,22902,R,NA,NA,1722,160128301,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1725,7758749,1804,NA,NA,NA,CHELSEA,DR,NA,22903,R,NA,NA,1725,160128330,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1726,1399922,2224,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1726,160128340,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1727,1409931,1949,NA,NA,NA,MICHAEL,PL,NA,22901,R,NA,NA,1727,160128350,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,615,0,0
1728,107853537,615,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,1728,160128360,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1748,688419950,1707,7,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50631,160128540,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1749,81381047,109,B,#,NA,KENT,TER,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50632,160128550,Condominium,1 Story,C,Brick Veneer,Built Up,Parque,No Basement,Heat Pump,0,1966,1,4,2,0,1,NA,854,0,0
1750,327913893,1623,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50633,160128560,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1751,327913893,1623,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50634,160128570,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,777,0,0
1752,349114098,1600,302,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50635,160128580,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,854,0,0
1753,445415179,1530,2,#,NA,VIRGINIA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50636,160128590,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Heat Pump,0,1966,1,4,2,0,1,NA,854,0,0
1754,407114734,131,1,#,NA,CAMERON,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50637,160128600,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,615,0,0
1755,375414378,103,C,#,NA,CRESAP,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50638,160128601,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,771,0,0
1756,330113916,1617,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50639,160128610,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1770,55618078,1328,A,#,NA,LONG,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50641,160128900,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,564,0,0
1772,7473506,111,3,#,NA,CHELSEA,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50643,160129100,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1777,349114098,1600,304,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50644,160129140,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,542,0,0
1778,349114098,1600,305,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50645,160129150,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,830,0,0
1781,54428062,818,B,#,NA,ST CLAIR,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50646,160129180,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,2,NA,825,0,0
1782,512415855,815,C,#,NA,LOCUST,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50647,160129190,Condominium,1 Story,C,Brick Veneer,Roll,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,604,0,0
1783,134596920,1000,101,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50648,160129200,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,830,0,0
1784,134596920,1000,102,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50649,160129201,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,604,0,0
1785,134596920,1000,309,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50650,160129210,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,2,NA,826,0,0
1786,134596920,1000,310,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50651,160129220,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1787,99722638,1000,207,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,50652,160129230,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,805,0,0
1789,132766975,1002,209,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50653,160129250,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,3,1,0,1,NA,486,0,0
1791,66388442,1100,1C,#,E,HIGH,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:02.000Z,50655,160129270,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,830,0,0
1108,81081026,112,B,APT,NA,HARMON,ST,NA,22903,R,NA,NA,1108,070044000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Heat Pump,1,1981,2,9,4,1,2,0,2843,1232,NA
1256,157011903,2426,G3,UNIT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1256,090145000,Fraternity\Sorority House,2.5 Story,A,Brick Veneer,Metal,Hardwood,Full Basement,Hot Water Radiator,3,1920,2.5,22,18,2,3,0,5304,2041,1531
1257,157011903,2426,G2,UNIT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1257,090149000,Duplex,2.5 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1957,2.5,8,6,0,2,0,2595,0,0
1821,81251044,416,B,APT,NA,4TH,ST,SW,22902,R,NA,NA,1821,160129540,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,2,NA,825,0,0
1857,87910954,1627,NA,NA,NA,ST ANNES,RD,NA,22901,R,NA,NA,1857,160129880,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1858,110793921,314,NA,NA,NA,CARLTON,RD,NA,22902,R,NA,NA,1858,160129890,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1860,93341943,2221,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,1860,160129901,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,5,2,0,2,NA,1012,0,0
1861,93661975,2200,NA,NA,NA,HILL,ST,NA,22903,R,NA,NA,1861,160129910,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,1,1,0,1,NA,407,0,0
1862,80658948,208,NA,NA,NA,12TH,ST,NE,22902,R,NA,NA,1862,160129920,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,1,1,0,1,NA,407,0,0
1864,88201822,965,NA,NA,NA,2ND,ST,SE,22902,C,NA,NA,1864,160129940,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,813,0,0
1865,225512753,110,NA,NA,NA,LOCUST LANE,CT,NA,22901,R,NA,NA,1865,160129950,Condominium,1 Story,C,Brick Veneer,Built Up,Hardwood,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,821,0,0
1878,99789700,1617,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,1878,160129H00,Condominium,1 Story,C,Brick Veneer,Built Up,Vinyl,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,921,0,0
1879,100109714,1619,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,1879,160129I00,Condominium,1 Story,C,Brick Veneer,Built Up,Typical,No Basement,Forced Air,0,1966,1,4,2,0,2,NA,923,0,0
1880,100719722,1701,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,1880,160129J00,Condominium,1 Story,B -,Brick Veneer,Built Up,Hardwood,No Basement,Heat Pump,1,1966,1,5,3,0,2,NA,1252,0,0
1882,1440017191,185,NA,NA,NA,BROOKWOOD,DR,NA,22902,R,NA,NA,1882,160130000,Condo Common Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1883,622216893,602,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,1883,160130100,Condominium,1 Story,C,Brick Veneer,Built Up,None,No Basement,Forced Air,0,1966,1,4,2,0,1,NA,702,0,0
