Lat,Lon,Address,Fire_final,Risk
38.03856916,-78.48252848,604 CYNTHIANNA AVE,0,1
38.04024734,-78.50968572,115 ROTHERY RD,0,1
38.05061495,-78.4852761,1612 GREENLEAF LN,0,2
38.04432827,-78.48013444,1413 WESTWOOD RD,0,2
38.04404955,-78.48177507,1430 WESTWOOD RD,1,3
38.049673,-78.48281158,1602 ROSE HILL DR,0,1
38.05160148,-78.49853157,2043 BARRACKS RD,0,2
38.0224464,-78.50430219,607 SHAMROCK RD,0,1
38.02247812,-78.5033138,1519 TRAILRIDGE RD,0,1
38.01742186,-78.48231184,720 ROCKLAND AVE,0,1
38.01734675,-78.48138857,807 ROCKLAND AVE,0,1
38.01622354,-78.48313894,119 BLINCOE LN,0,1
38.04188061,-78.50186363,44 UNIVERSITY CIR,0,1
38.03104831,-78.47166233,400 10TH ST,0,1
38.04300242,-78.49533105,821 CABELL AVE,0,1
38.03858193,-78.50022062,1534 VIRGINIA AVE,0,2
38.03972703,-78.48444134,802 CYNTHIANNA AVE,0,1
38.03972703,-78.48444134,802 CYNTHIANNA AVE,0,1
38.02312112,-78.47219198,1102 LEONARD ST,0,1
38.02973809,-78.47886581,416 MAIN ST,0,1
38.03012344,-78.48165879,105 WATER ST,0,2
38.03089468,-78.48119599,107 MAIN ST,0,1
38.03091319,-78.50278343,428 MONROE LN,0,1
38.03089468,-78.48119599,107 MAIN ST,0,1
38.03091319,-78.50278343,428 MONROE LN,0,1
-90,-152.6442705,113 MAIN ST,0,1
-90,-152.6442705,113 MAIN ST,0,1
38.03435433,-78.49824084,1306 WERTLAND ST,0,1
38.03091319,-78.50278343,428 MONROE LN,0,1
38.04228249,-78.46162195,1033 LOCUST AVE,0,1
38.03091319,-78.50278343,428 MONROE LN,0,1
38.03375417,-78.47940484,415 2ND ST,0,1
38.02800055,-78.51123083,1821 JEFFERSON PARK AVE,0,1
38.04749241,-78.48768552,1608 OXFORD RD,0,3
38.02651429,-78.46128164,1413 SHORT 18TH ST,0,1
38.0340771,-78.47883967,440 2ND ST,0,3
38.05686618,-78.50102885,1243 CEDARS CT,0,1
38.03312744,-78.47505336,508 7TH ST,0,1
-90,-152.6442705,1518 MARKET ST,0,1
38.04098313,-78.49442002,762 MADISON AVE,0,1
38.06351532,-78.49282284,1924 SWANSON DR,0,1
38.02618829,-78.51018449,205 SHAMROCK RD,0,1
38.01648741,-78.51782258,2709 ETON RD,0,1
38.02230334,-78.52216593,235 STRIBLING AVE,0,1
38.03565939,-78.49195352,911 PAOLI ST,0,1
38.02360021,-78.5137999,111 RAYMOND AVE,0,1
38.04141854,-78.49386803,728 MADISON AVE,0,1
38.04141037,-78.4938824,726 MADISON AVE,0,1
38.02197617,-78.51822505,2411 SUNSET RD,0,2
38.02332031,-78.51397034,108 RAYMOND AVE,0,2
38.01500111,-78.51506277,230 OLD LYNCHBURG RD,0,1
38.04266993,-78.50002042,611 RUGBY RD,1,3
38.03782868,-78.46118513,1219 RIVER VISTA AVE,0,1
38.03667551,-78.47027059,748 LEXINGTON AVE,0,2
38.03642526,-78.47213479,673 EVERGREEN AVE,0,1
38.03640764,-78.47082651,741 LEXINGTON AVE,0,1
38.03621411,-78.47243251,661 EVERGREEN AVE,0,1
38.03644321,-78.47040011,744 LEXINGTON AVE,0,1
38.06528274,-78.467787,2308 BANBURY ST,0,1
38.01720163,-78.47437363,1115 ALTAVISTA AVE,0,2
38.01731791,-78.47774146,1000 DRUID AVE,0,1
38.01702589,-78.47627545,1017 DRUID AVE,0,1
38.0363015,-78.47089316,739 LEXINGTON AVE,0,1
38.03617299,-78.47048212,740 LEXINGTON AVE,0,2
38.03610021,-78.47345762,638 EVERGREEN AVE,0,1
38.03606357,-78.47198306,670 EVERGREEN AVE,0,1
38.03593088,-78.47244837,660 EVERGREEN AVE,0,1
38.02875423,-78.50912496,1800 JEFFERSON PARK AVE,0,1
38.02192902,-78.48401455,1106 RAYON ST,0,1
38.02172244,-78.48332123,1105 6TH ST,0,1
38.02111332,-78.48130068,1100 AVON ST,1,3
38.02111332,-78.48130068,1100 AVON ST,1,3
38.02875423,-78.50912496,1800 JEFFERSON PARK AVE,0,1
38.02102846,-78.48174675,1107 AVON ST,0,1
38.02875423,-78.50912496,1800 JEFFERSON PARK AVE,0,1
38.02735961,-78.47383818,808 LYMAN ST,0,1
38.02190319,-78.49158478,808 RIDGE ST,0,1
38.02181622,-78.49214358,815 RIDGE ST,0,1
38.02075257,-78.49295001,837 RIDGE ST,0,1
38.0206297,-78.49307645,839 RIDGE ST,1,3
38.01873709,-78.46855796,1408 HAMPTON ST,0,1
38.04383332,-78.4860165,1216 AUGUSTA ST,0,2
38.04341175,-78.48580654,1213 AUGUSTA ST,0,2
38.04333219,-78.48499248,1206 AUGUSTA ST,0,1
38.04278653,-78.48642696,1519 AMHERST ST,0,1
38.04278089,-78.48581221,1515 AMHERST ST,0,1
38.04839233,-78.50546451,1932 ARLINGTON BLVD,0,1
38.04839233,-78.50546451,1932 ARLINGTON BLVD,0,1
38.05983792,-78.49520499,2114 ANGUS RD,0,1
38.03050992,-78.47860984,406 MARKET ST,0,1
38.02366762,-78.49061641,719 RIDGE ST,0,2
38.02271164,-78.46274868,131 FRANKLIN ST,0,2
38.04391084,-78.46939083,600 WILDER DR,0,2
38.06481161,-78.46615846,2306 TARLETON DR,0,1
38.03995646,-78.48310042,1110 FOREST ST,0,1
38.02703947,-78.51159479,1904 JEFFERSON PARK AVE,0,2
38.05150995,-78.48723044,1410 GENTRY LN,0,3
38.0436741,-78.48894947,1620 HARDWOOD AVE,0,2
38.03872595,-78.49293586,1012 GRADY AVE,0,2
38.03418367,-78.4900963,801 PAGE ST,0,1
38.02703947,-78.51159479,1904 JEFFERSON PARK AVE,0,1
38.03091319,-78.50278343,428 MONROE LN,0,2
38.04277664,-78.48925178,1618 AMHERST ST,0,1
38.03091319,-78.50278343,428 MONROE LN,0,1
38.02274041,-78.51695172,128 STRIBLING AVE,1,3
38.02354275,-78.51730737,127 STRIBLING AVE,0,3
38.02118024,-78.46863957,1303 MIDLAND ST,0,1
38.03508905,-78.49836582,218 14TH ST,0,1
38.03508905,-78.49836582,218 14TH ST,0,1
38.03534646,-78.49861288,216 14TH ST,0,2
38.03508905,-78.49836582,218 14TH ST,0,1
38.01850495,-78.4713891,104 DANBURY CT,0,1
38.03534646,-78.49861288,216 14TH ST,0,1
38.04450444,-78.46587134,701 DELL LN,0,2
-90,-152.6442705,525 7 1/2 ST,0,1
38.0272324,-78.47363503,201 DOUGLAS AVE,0,1
38.04158078,-78.46160289,1022 LOCUST AVE,0,1
38.03156596,-78.50713602,104 OAKHURST CIR,0,2
38.02778698,-78.48879395,412 OAK ST,0,1
38.01608855,-78.4690263,914 NASSAU ST,0,2
38.04260752,-78.48821125,1610 AMHERST ST,0,1
38.02523989,-78.50754713,243 SHAMROCK RD,0,1
38.04244963,-78.48626702,1518 AMHERST ST,0,1
38.02782308,-78.51497087,129 OBSERVATORY AVE,0,1
38.02767972,-78.51355347,113 WASHINGTON AVE,0,1
38.01899188,-78.47901852,818 ALTAVISTA AVE,1,3
38.01899188,-78.47901852,818 ALTAVISTA AVE,1,3
38.01910489,-78.47703827,916 ELLIOTT AVE,0,1
38.03915913,-78.47171728,701 LYONS AVE,0,1
38.0188163,-78.48016364,807 DRUID AVE,0,1
38.03863675,-78.46919206,740 LYONS AVE,0,2
38.0379563,-78.46595741,878 LOCUST AVE,0,1
38.03771429,-78.467042,867 LOCUST AVE,0,1
38.01896665,-78.47450521,1100 MONTROSE AVE,0,1
38.02529598,-78.47135213,221 SPRUCE ST,0,1
38.06568716,-78.46719902,2315 TARLETON DR,0,1
38.06553325,-78.47038527,2411 BROOK RD,0,1
38.03945166,-78.46638658,908 ST CHARLES AVE,0,1
38.06551254,-78.46880759,2226 GREENBRIER DR,0,1
38.03906339,-78.45985841,1215 ST GEORGE AVE,0,1
38.06547189,-78.47220912,2412 KERRY LN,0,3
38.06521939,-78.46934965,2221 GREENBRIER DR,0,3
38.06526785,-78.46675386,2311 TARLETON DR,1,3
38.06516896,-78.47334121,2508 HILLWOOD PL,0,1
38.0651743,-78.46886234,2224 GREENBRIER DR,0,1
38.06473224,-78.47404693,2515 HILLWOOD PL,0,2
38.06492103,-78.47345412,2510 HILLWOOD PL,1,3
38.02387745,-78.50721553,1606 MULBERRY AVE,0,1
38.02383546,-78.50905031,1628 CENTER AVE,0,1
38.02361585,-78.51037006,2310 CENTER AVE,0,1
38.05155786,-78.486827,1414 GENTRY LN,0,1
38.04371333,-78.48930026,1624 HARDWOOD AVE,0,1
38.05153773,-78.48703262,1412 GENTRY LN,0,1
38.03187266,-78.50681522,100 OAKHURST CIR,1,3
38.03187266,-78.50681522,100 OAKHURST CIR,1,3
38.03883027,-78.49319623,1020 GRADY AVE,0,1
38.0278078,-78.46209254,402 FAIRWAY AVE,0,1
38.04895136,-78.50617755,1982 ARLINGTON BLVD,0,2
38.04895136,-78.50617755,1982 ARLINGTON BLVD,0,1
38.02145158,-78.48605871,924 1ST ST,0,3
38.0216304,-78.48590351,922 1ST ST,1,3
38.02741027,-78.50950836,114 CARROLLTON TER,0,1
38.02741027,-78.50950836,114 CARROLLTON TER,0,1
38.01926795,-78.51390804,2518 JEFFERSON PARK AVE,0,1
38.02734535,-78.51309738,107 WASHINGTON AVE,0,1
38.05533943,-78.49560658,1 MORTON DR,0,1
38.06332892,-78.49259013,2115 HYDRAULIC RD,0,1
38.02755731,-78.51092367,1830 JEFFERSON PARK AVE,0,1
38.03362541,-78.48251436,400 HIGH ST,0,2
-90,-152.6442705,208 SOUTH ST,0,1
-90,-152.6442705,208 SOUTH ST,0,1
38.0319369,-78.49117468,817 MAIN ST,0,1
38.03166011,-78.48997857,711 MAIN ST,0,1
38.04966125,-78.50740657,2400 ARLINGTON BLVD,0,1
38.04966125,-78.50740657,2400 ARLINGTON BLVD,0,1
38.05533943,-78.49560658,1 MORTON DR,0,1
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,1
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,1
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,1
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,2
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,2
38.01727554,-78.51206267,103 PARK LN,0,2
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,2
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,1
38.03502722,-78.46929421,727 LOCUST AVE,0,1
38.05054686,-78.50749217,2401 ARLINGTON BLVD,0,1
38.01424565,-78.51131325,109 CAMELLIA DR,0,1
38.01430917,-78.50702542,516 MOSELEY DR,0,2
38.03527184,-78.48823052,717 WEST ST,0,1
38.03501093,-78.49121147,213 9TH ST,0,1
38.03460908,-78.48876747,711 ANDERSON ST,0,1
38.05103465,-78.4857927,1621 GREENLEAF LN,0,1
38.05091164,-78.48979333,1335 RUGBY RD,0,1
38.04966125,-78.50740657,2400 ARLINGTON BLVD,0,1
38.05044854,-78.49151791,1312 HILLTOP RD,0,2
38.05071772,-78.48840986,1705 BRUCE AVE,0,1
38.0504919,-78.4857917,1615 GREENLEAF LN,0,1
38.03066929,-78.46749849,1201 MERIWETHER ST,0,2
38.03091519,-78.4650926,509 STEWART ST,0,2
38.02440058,-78.52117321,2509 WESTERLY AVE,1,3
38.02437109,-78.52099328,2507 WESTERLY AVE,0,2
38.0237918,-78.51667108,121 STRIBLING AVE,0,2
38.02552592,-78.51169001,2114 HILL ST,0,1
38.0321832,-78.47854511,310 4TH ST,0,1
38.02981773,-78.47205212,1011 JEFFERSON ST,0,1
38.0340771,-78.47883967,440 2ND ST,0,1
-90,-152.6442705,100 SOUTH ST,0,2
38.04574088,-78.5039637,136 UNIVERSITY GDNS,0,1
38.05053606,-78.48698008,1623 BRUCE AVE,0,2
-90,-152.6442705,1518 MARKET ST,0,1
-90,-152.6442705,1518 MARKET ST,0,2
38.04098512,-78.4950831,714 MADISON AVE,0,1
38.06322791,-78.49317069,1920 SWANSON DR,0,1
38.06322791,-78.49317069,1920 SWANSON DR,0,1
38.01819175,-78.51314407,2603 JEFFERSON PARK AVE,0,2
38.05900686,-78.48892544,1718 HYDRAULIC RD,0,2
38.06322791,-78.49317069,1920 SWANSON DR,0,1
38.04346524,-78.45566365,1115 RIVER CT,0,1
38.04080525,-78.49689641,604 15TH ST,0,2
38.03640289,-78.50047097,16 ELLIEWOOD AVE,0,2
38.03079888,-78.48781979,500 MAIN ST,0,2
38.02609769,-78.51803003,2317 FONTAINE AVE,0,1
-90,-152.6442705,307 10 1/2 ST,0,1
38.01607232,-78.51429126,207 MONTE VISTA AVE,0,1
38.01607232,-78.51429126,207 MONTE VISTA AVE,0,1
38.02496572,-78.50895998,114 STRATFORD CT,0,3
38.0251267,-78.50877033,112 STRATFORD CT,0,1
38.0268782,-78.47407288,207 DOUGLAS AVE,0,2
38.01585747,-78.48155771,1602 GREEN ST,0,2
38.02627421,-78.47424355,213 DOUGLAS AVE,0,1
38.06351532,-78.49282284,1924 SWANSON DR,0,1
38.01658193,-78.48106089,1504 GREEN ST,0,2
38.06297155,-78.49676758,2302 NORTH BERKSHIRE RD,0,1
38.06297155,-78.49676758,2302 NORTH BERKSHIRE RD,0,1
-90,-152.6442705,1117 MARKET ST,0,1
38.03656003,-78.49724295,313 13TH ST,0,2
38.03656003,-78.49724295,313 13TH ST,0,2
38.02272471,-78.52061557,213 STRIBLING AVE,0,2
38.0441861,-78.46724752,1012 ASHBY PL,0,1
38.04405287,-78.46738126,1010 ASHBY PL,0,1
38.04404136,-78.46581662,702 DELL LN,0,1
38.02267098,-78.52105386,219 STRIBLING AVE,0,1
38.03913096,-78.49397664,1104 GRADY AVE,0,3
38.04040377,-78.49230874,1011 PRESTON AVE,0,1
38.04040377,-78.49230874,1011 PRESTON AVE,0,1
38.04271962,-78.48897905,1616 AMHERST ST,0,1
38.04265078,-78.48850395,1612 AMHERST ST,0,1
38.06019774,-78.48720131,2111 MICHIE DR,0,1
38.04057897,-78.49868437,507 16TH ST,0,2
38.01821143,-78.50467409,712 HIGHLAND AVE,0,2
38.04204836,-78.51314396,2108 MORRIS RD,0,1
38.03361727,-78.46185082,1433 GRACE ST,0,1
38.02290016,-78.49702936,747 ORANGEDALE AVE,1,3
38.02243074,-78.49738813,759 ORANGEDALE AVE,0,2
38.01201191,-78.51460398,314 MONTE VISTA AVE,0,1
38.01561981,-78.47636682,363 QUARRY RD,0,1
38.01562084,-78.47638408,365 QUARRY RD,0,1
38.01756544,-78.48385091,1390 AVON ST,0,1
38.05400562,-78.48496368,1546 DAIRY RD,0,1
38.0279137,-78.45709381,121 RIVERBLUFF CIR,0,1
38.02766478,-78.45678298,125 RIVERBLUFF CIR,0,1
38.01751003,-78.49275233,920 RAYMOND RD,0,1
38.05648222,-78.47215912,1312 CARTER LN,0,1
38.01988744,-78.46973846,1313 HAMPTON ST,0,1
38.05615314,-78.47145436,1306 CARTER LN,0,2
38.01959736,-78.46991064,1314 HAMPTON ST,0,2
38.05568004,-78.47278726,1323 KENWOOD LN,0,2
38.05579993,-78.47012697,1302 KENWOOD LN,0,2
38.05532375,-78.47297808,1324 KENWOOD LN,0,1
38.03444782,-78.4651738,806 VALLEY VIEW CIR,0,2
38.01506822,-78.48096049,907 ROUGEMONT AVE,0,1
38.03379574,-78.48084222,407 ALTAMONT CIR,0,2
38.02529483,-78.45442342,330 RIVERSIDE AVE,1,3
38.02529483,-78.45442342,330 RIVERSIDE AVE,1,3
38.03127054,-78.46402068,526 MEADE AVE,1,3
38.01752695,-78.48387915,1394 AVON ST,0,1
38.03089821,-78.46335222,519 CAROLINE AVE,0,1
38.01674056,-78.47222935,949 RIVES ST,0,2
38.02093224,-78.47656216,906 BLENHEIM AVE,0,1
38.03699287,-78.47554912,705 PARK ST,0,1
38.03611331,-78.47569237,627 PARK ST,0,1
38.03478451,-78.47533067,540 PARK ST,0,2
38.02387504,-78.49517312,721 PROSPECT AVE,0,1
38.02086528,-78.49618173,614 BAILEY RD,0,1
38.02609054,-78.4556431,329 RIVERSIDE AVE,1,3
38.02991665,-78.47941513,105 4TH ST,0,2
38.06319688,-78.47174995,2003 GREENBRIER DR,0,1
38.04338959,-78.49326225,1129 PRESTON AVE,0,1
38.01959919,-78.51530541,2505 JEFFERSON PARK AVE,1,3
38.0177231,-78.47270566,1506 MONTICELLO RD,0,1
38.01687993,-78.4736353,1607 MONTICELLO RD,0,2
38.01625397,-78.47320191,1702 MONTICELLO RD,0,1
38.0204012,-78.46598058,1500 CARLTON AVE,0,1
38.02925983,-78.47739865,610 MAIN ST,0,1
38.02280393,-78.47541805,909 MONTICELLO AVE,1,3
38.03099639,-78.47731884,300 COURT SQ,0,2
38.01307559,-78.50276641,1143 5TH ST,0,1
38.02792623,-78.47544143,100 AVON ST,0,1
38.03052579,-78.47516978,818 JEFFERSON ST,0,1
38.03671969,-78.47065093,747 LEXINGTON AVE,0,2
38.02122687,-78.46881729,1301 MIDLAND ST,0,1
38.0292402,-78.48660278,211 RIDGE ST,0,1
38.03901973,-78.47497226,735 PARK ST,1,3
38.03901973,-78.47497226,735 PARK ST,1,3
38.03901973,-78.47497226,735 PARK ST,1,3
38.03523986,-78.48729837,215 ALBEMARLE ST,0,1
38.06177502,-78.49277096,1901 HYDRAULIC RD,0,1
38.03124352,-78.46481329,510 STEWART ST,0,1
38.05161854,-78.49854696,2045 BARRACKS RD,1,3
38.05161854,-78.49854696,2045 BARRACKS RD,1,3
38.03015149,-78.47816108,108 5TH ST,0,2
38.03097753,-78.50133881,200 JEANETTE LANCASTER WAY,0,1
38.03074401,-78.4918113,775 WALKER SQ,0,2
38.03074401,-78.4918113,775 WALKER SQ,0,1
-90,-152.6442705,402 11TH ST,0,2
-90,-152.6442705,402 11TH ST,0,1
38.0308734,-78.4914517,755 WALKER SQ,0,1
38.03063448,-78.49089943,725 WALKER SQ,0,1
38.0308734,-78.4914517,755 WALKER SQ,0,2
38.03037855,-78.49201093,760 WALKER SQ,0,1
38.03039397,-78.49207039,770 WALKER SQ,0,2
38.03063448,-78.49089943,725 WALKER SQ,0,1
38.03065596,-78.49098261,735 WALKER SQ,1,3
38.03073122,-78.49218384,801 WALKER SQ,0,1
38.04282329,-78.51083452,2021 IVY RD,0,1
38.02757531,-78.47821992,310 AVON ST,0,1
38.04282329,-78.51083452,2021 IVY RD,0,1
38.0366792,-78.48340686,770 HARRIS ST,0,1
38.04416309,-78.51342432,2171 IVY RD,0,1
-90,-152.6442705,410 WATER ST,0,2
38.0364363,-78.48357563,750 HARRIS ST,0,1
-90,-152.6442705,1110 MARKET ST,0,1
38.03375417,-78.47940484,415 2ND ST,0,1
-90,-152.6442705,1122 MARKET ST,0,1
38.02692372,-78.48326084,500 1ST ST,0,1
-90,-152.6442705,110 MAIN ST,0,1
38.02846051,-78.51055641,1815 JEFFERSON PARK AVE,0,1
38.02703947,-78.51159479,1904 JEFFERSON PARK AVE,0,1
38.02703947,-78.51159479,1904 JEFFERSON PARK AVE,0,1
38.02846051,-78.51055641,1815 JEFFERSON PARK AVE,0,1
38.02985724,-78.47926643,400 MAIN ST,0,1
38.06333993,-78.4734842,1920 GREENBRIER DR,0,1
38.03310313,-78.48382607,300 PRESTON AVE,0,1
38.06327529,-78.46933477,2210 GREENBRIER DR,0,1
-90,-152.6442705,402 11TH ST,0,1
38.06255043,-78.47643083,1815 YORKTOWN DR,0,1
38.02097688,-78.49850255,821 ORANGEDALE AVE,0,1
38.0211316,-78.49589809,613 BAILEY RD,0,1
38.03486937,-78.48028733,511 1ST ST,0,1
38.03486937,-78.48028733,511 1ST ST,0,3
38.02288612,-78.49655535,742 ORANGEDALE AVE,1,3
38.02288612,-78.49655535,742 ORANGEDALE AVE,1,3
38.02366269,-78.49594461,720 ORANGEDALE AVE,0,2
38.02378169,-78.47972154,709 AVON ST,0,1
38.01630575,-78.50828756,2611 WILLARD DR,0,1
38.02391425,-78.47052277,308 CHESTNUT ST,0,1
38.02326316,-78.47227116,1100 LEONARD ST,0,1
38.01603035,-78.50531346,309 HARRIS RD,0,1
38.05866891,-78.47888003,1613 KENWOOD LN,0,1
38.0195225,-78.48282244,1302 AVON ST,0,2
38.01963157,-78.50737376,711 RAINIER RD,0,1
38.01596375,-78.50675598,210 HARRIS RD,0,2
38.02965373,-78.47843242,106 5TH ST,0,2
38.01565335,-78.50942857,113 HARRIS RD,0,1
38.02989759,-78.47942466,107 4TH ST,0,3
38.02330132,-78.47876576,711 BOLLING AVE,0,1
38.03048643,-78.4785341,412 MARKET ST,0,2
38.04338959,-78.49326225,1129 PRESTON AVE,0,2
38.03049426,-78.47855935,410 MARKET ST,0,1
38.02929729,-78.48030361,216 WATER ST,0,1
38.02055837,-78.50043043,102 ANTOINETTE CT,0,1
38.02929729,-78.48030361,216 WATER ST,0,1
38.02715385,-78.51008453,121 CARROLLTON TER,0,1
38.03472671,-78.4869587,612 PRESTON AVE,0,1
38.04387286,-78.46746968,1008 ASHBY PL,0,1
38.03454252,-78.49614927,1121 WERTLAND ST,0,1
38.03516899,-78.4967197,1211 WERTLAND ST,0,1
38.04385789,-78.46536624,1008 GLENDALE RD,0,1
38.03956199,-78.45883886,1226 COLEMAN CT,0,1
38.03919524,-78.45873853,1223 COLEMAN CT,0,1
38.02496115,-78.47642353,800 HINTON AVE,0,1
38.02493179,-78.47853932,700 BELMONT AVE,0,1
38.02447369,-78.47676392,801 BELMONT AVE,0,1
38.02460272,-78.47790144,750 BELMONT AVE,0,1
38.0242083,-78.47616717,815 BELMONT AVE,1,3
38.0241081,-78.47603882,821 BELMONT AVE,0,2
38.01738903,-78.47310254,1600 MONTICELLO RD,0,2
38.01732139,-78.47346924,1601 MONTICELLO RD,0,2
38.01649965,-78.47361535,1701 MONTICELLO RD,0,1
38.01649959,-78.47321117,1700 MONTICELLO RD,0,1
38.01890525,-78.47071787,101 GREENWICH CT,0,1
38.01600772,-78.47407971,1201 DRUID AVE,0,1
38.06430923,-78.48814896,241 ZAN RD,1,3
38.023906,-78.49395773,758 PROSPECT AVE,0,2
38.02361931,-78.49424134,746 PROSPECT AVE,0,1
38.01658046,-78.5007552,530 CLEVELAND AVE,0,1
38.02675474,-78.47284144,200 DOUGLAS AVE,0,2
38.02030984,-78.51353554,112 CLEVELAND AVE,0,2
38.04094309,-78.49515136,704 MADISON AVE,0,2
38.05054083,-78.49253355,1203 HILLTOP RD,0,1
38.04094309,-78.49515136,704 MADISON AVE,0,1
38.02616689,-78.46150695,1412 SHORT 18TH ST,0,1
38.04149294,-78.46159376,1024 LOCUST AVE,0,1
38.04149294,-78.46159376,1024 LOCUST AVE,0,1
38.02288287,-78.51924867,155 STRIBLING AVE,0,1
38.02872362,-78.47952671,300 4TH ST,0,2
38.02360021,-78.5137999,111 RAYMOND AVE,0,1
38.03095996,-78.50416608,417 BRANDON AVE,1,3
38.03095996,-78.50416608,417 BRANDON AVE,1,3
38.03092043,-78.50417828,419 BRANDON AVE,1,3
38.02955326,-78.51174116,108 DUNOVA CT,0,1
38.0366792,-78.48340686,770 HARRIS ST,0,1
38.02950512,-78.51226422,120 DUNOVA CT,0,1
38.04037466,-78.49374881,704 12TH ST,0,1
38.02848367,-78.50710302,132 MAYWOOD LN,0,2
38.01867321,-78.51876582,236 SUNSET AVE,0,1
38.04895136,-78.50617755,1982 ARLINGTON BLVD,0,1
38.04895136,-78.50617755,1982 ARLINGTON BLVD,0,1
38.02575017,-78.47594577,341 MONTICELLO RD,0,1
38.0303562,-78.48607523,320 MAIN ST,0,2
38.04266993,-78.50002042,611 RUGBY RD,1,3
38.02964781,-78.47957847,117 4TH ST,0,1
38.04266993,-78.50002042,611 RUGBY RD,1,3
38.01299588,-78.50635311,122 LONGWOOD DR,0,1
-90,-152.6442705,312 10 1/2 ST,0,1
38.01420265,-78.50537272,108 LONGWOOD DR,0,1
38.01460244,-78.50554531,107 LONGWOOD DR,0,2
38.01640091,-78.51202016,2707 JEFFERSON PARK AVE,0,2
38.01445103,-78.50571301,109 LONGWOOD DR,0,1
38.03618759,-78.46578753,827 ST CLAIR AVE,0,1
38.04217864,-78.49265785,1105 PRESTON AVE,0,1
38.03032268,-78.47932707,321 MAIN ST,0,1
38.0424035,-78.49292108,1111 PRESTON AVE,0,2
38.0424035,-78.49292108,1111 PRESTON AVE,0,1
38.0424035,-78.49292108,1111 PRESTON AVE,0,1
38.0424035,-78.49292108,1111 PRESTON AVE,0,1
38.0424035,-78.49292108,1111 PRESTON AVE,0,1
38.04099714,-78.47805524,1709 ALLIED ST,0,1
38.03843061,-78.48233418,925 HARRIS ST,0,3
38.03468957,-78.49730203,1215 WERTLAND ST,0,1
38.03468957,-78.49730203,1215 WERTLAND ST,0,2
38.02880978,-78.47496256,701 WATER ST,0,2
38.04957486,-78.50700964,2106 ARLINGTON BLVD,1,2
38.04957486,-78.50700964,2106 ARLINGTON BLVD,1,3
38.04957486,-78.50700964,2106 ARLINGTON BLVD,1,3
38.03843182,-78.49746676,443 14TH ST,0,2
38.04289597,-78.49478649,814 CABELL AVE,0,1
38.06000182,-78.49573673,2118 ANGUS RD,0,2
